,屋外温度,屋外温度,屋外温度,屋外温度,屋外温度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,風速,風速,風速,風速,風速,風向,風向,風向,風向,風向,屋外日射,屋外日射,屋外日射,屋外日射,屋外日射,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）
2020/7/1 5:30,24.4,24.5,24.4,24.493,0.1,94,94,93,93.481,1,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1209,1210,1199,1201.815,11,18.2,18.3,18.1,18.189,0.2,23.3,23.4,23.2,23.289,0.2,1.1,1.3,1.1,1.204,0.2,93.9,94.2,93.1,93.522,1.1,0.416,0.419,0.41,0.415,0.009
2020/7/1 5:35,24.5,24.5,24.4,24.437,0.1,94,95,94,94.37,1,0,0,0,0,0,0,0,0,0,0,0.41,0.42,0.41,0.411,0.01,1199,1210,1199,1204.074,11,18.3,18.5,18.2,18.319,0.3,23.4,23.6,23.3,23.419,0.3,1.1,1.1,0.9,1.019,0.2,94.1,94.7,93.9,94.337,0.8,0.416,0.422,0.416,0.417,0.006
2020/7/1 5:40,24.4,24.5,24.4,24.444,0.1,95,95,94,94.741,1,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1209,1210,1199,1207.333,11,18.4,18.5,18.3,18.393,0.2,23.5,23.6,23.4,23.493,0.2,0.9,1.1,0.9,0.952,0.2,94.6,95,94.1,94.563,0.9,0.411,0.418,0.411,0.413,0.007
2020/7/1 5:45,24.5,24.5,24.4,24.463,0.1,94,95,94,94.296,1,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1199,1210,1199,1201.333,11,18.3,18.5,18.2,18.319,0.3,23.4,23.6,23.3,23.419,0.3,1.1,1.1,0.9,1.041,0.2,93.8,95.2,93.8,94.319,1.4,0.412,0.417,0.411,0.412,0.006
2020/7/1 5:50,24.5,24.6,24.5,24.511,0.1,94,94,93,93.926,1,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1199,1201,1199,1199.593,2,18.3,18.4,18.1,18.296,0.3,23.4,23.5,23.2,23.396,0.3,1.1,1.3,1.1,1.115,0.2,94.2,94.2,93.1,93.7,1.1,0.412,0.417,0.412,0.413,0.005
2020/7/1 5:55,24.4,24.5,24.4,24.43,0.1,96,96,94,95.111,2,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1199,1202,1190,1199.148,12,18.5,18.5,18.3,18.422,0.2,23.7,23.7,23.4,23.552,0.3,0.7,1.1,0.7,0.878,0.4,96.1,96.1,94.1,95.026,2,0.411,0.417,0.411,0.412,0.006
2020/7/1 6:00,24.3,24.4,24.3,24.315,0.1,97,97,96,96.889,1,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.41,0.41,0,1199,1201,1199,1199.37,2,18.6,18.7,18.5,18.593,0.2,23.7,23.8,23.7,23.704,0.1,0.5,0.7,0.5,0.522,0.2,97,97.1,96,96.889,1.1,0.416,0.419,0.411,0.415,0.008
2020/7/1 6:05,24.4,24.4,24.3,24.392,0.1,98,98,97,97.846,1,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0.41,0.419,0.01,1210,1215,1199,1207.577,16,18.9,18.9,18.6,18.862,0.3,24,24,23.7,23.962,0.3,0.3,0.5,0.3,0.331,0.2,98,98.1,97,97.762,1.1,0.423,0.424,0.416,0.421,0.008
2020/7/1 6:10,24.5,24.5,24.4,24.448,0.1,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0.42,0.423,0.01,1219,1220,1210,1218.63,10,19.1,19.1,18.9,18.996,0.2,24.1,24.1,24,24.048,0.1,0.3,0.3,0.3,0.3,0,98.1,98.1,97.9,98.022,0.2,0.431,0.431,0.423,0.428,0.008
2020/7/1 6:15,24.5,24.5,24.5,24.5,0,99,99,98,98.593,1,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0.43,0.43,0,1219,1221,1210,1218.704,11,19.2,19.2,19.1,19.159,0.1,24.3,24.3,24.1,24.219,0.2,0.1,0.3,0.1,0.181,0.2,98.5,98.6,98,98.378,0.6,0.43,0.438,0.43,0.433,0.008
2020/7/1 6:20,24.5,24.5,24.5,24.5,0,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0.42,0.43,0.42,0.424,0.01,1219,1220,1219,1219.107,1,19.2,19.2,19.2,19.2,0,24.3,24.3,24.3,24.3,0,0.1,0.1,0.1,0.1,0,98.9,99.1,98.5,98.8,0.6,0.429,0.435,0.429,0.43,0.006
2020/7/1 6:25,24.5,24.5,24.5,24.5,0,99,100,99,99,1,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0.42,0.426,0.01,1220,1220,1219,1219.192,1,19.2,19.4,19.2,19.2,0.2,24.3,24.4,24.3,24.3,0.1,0.1,0.1,0,0.1,0.1,99.1,99.6,98.8,99.046,0.8,0.434,0.435,0.429,0.43,0.006
2020/7/1 6:30,24.6,24.6,24.5,24.563,0.1,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0.43,0.431,0.01,1220,1220,1219,1219.111,1,19.4,19.4,19.2,19.326,0.2,24.4,24.4,24.3,24.363,0.1,0.1,0.1,0.1,0.1,0,99.1,99.2,98.8,99.026,0.4,0.446,0.446,0.432,0.436,0.014
2020/7/1 6:35,24.6,24.6,24.6,24.6,0,99,100,99,99,1,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.44,0.441,0.01,1220,1220,1219,1219.385,1,19.4,19.6,19.4,19.4,0.2,24.4,24.5,24.4,24.4,0.1,0.1,0.1,0,0.1,0.1,99.1,99.6,98.9,99.065,0.7,0.455,0.455,0.444,0.447,0.011
2020/7/1 6:40,24.6,24.7,24.6,24.611,0.1,100,100,99,99.778,1,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0.45,0.451,0.01,1220,1230,1219,1221.407,11,19.6,19.7,19.4,19.552,0.3,24.5,24.6,24.4,24.481,0.2,0,0.1,0,0.03,0.1,99.7,99.9,99.1,99.556,0.8,0.465,0.465,0.452,0.457,0.013
2020/7/1 6:45,24.8,24.8,24.6,24.707,0.2,99,100,99,99.407,1,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.46,0.461,0.01,1230,1230,1219,1226.407,11,19.6,19.8,19.5,19.589,0.3,24.6,24.8,24.5,24.548,0.3,0.1,0.1,0,0.059,0.1,99.4,99.9,98.9,99.381,1,0.472,0.473,0.464,0.466,0.009
2020/7/1 6:50,24.8,24.8,24.8,24.8,0,99,100,99,99,1,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.46,0.462,0.01,1230,1230,1229,1229.148,1,19.6,19.8,19.6,19.6,0.2,24.6,24.8,24.6,24.6,0.2,0.1,0.1,0,0.1,0.1,99.1,99.6,98.8,99.041,0.8,0.476,0.476,0.468,0.47,0.008
2020/7/1 6:55,25,25,24.8,24.852,0.2,98,99,98,98.63,1,0,0,0,0,0,0,0,0,0,0,0.46,0.47,0.46,0.47,0.01,1229,1230,1219,1226.407,11,19.7,19.7,19.5,19.581,0.2,24.6,24.7,24.5,24.578,0.2,0.4,0.4,0.1,0.178,0.3,98,99.1,98,98.574,1.1,0.469,0.476,0.469,0.472,0.007
2020/7/1 7:00,25.2,25.2,25,25.067,0.2,97,98,97,97.963,1,0,0,0,0,0,0,0,0,0,0,0.46,0.47,0.46,0.46,0.01,1219,1230,1219,1223.556,11,19.7,19.9,19.6,19.759,0.3,24.7,24.8,24.6,24.663,0.2,0.6,0.6,0.4,0.407,0.2,97.4,98.1,97.4,97.852,0.7,0.466,0.47,0.464,0.466,0.006
2020/7/1 7:05,25.3,25.3,25.1,25.226,0.2,97,98,97,97.148,1,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0.46,0.466,0.02,1213,1220,1209,1218.222,11,19.8,19.9,19.6,19.763,0.3,24.8,24.8,24.6,24.748,0.2,0.6,0.6,0.4,0.57,0.2,96.5,97.6,96.5,96.907,1.1,0.483,0.484,0.465,0.471,0.019
2020/7/1 7:10,25.4,25.4,25.3,25.359,0.1,95,97,95,95.815,2,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0.48,0.494,0.03,1209,1218,1209,1210.778,9,19.5,19.8,19.4,19.622,0.4,24.5,24.8,24.4,24.622,0.4,1,1,0.6,0.837,0.4,95.2,96.5,95,95.674,1.5,0.516,0.516,0.483,0.498,0.033
2020/7/1 7:15,25.5,25.5,25.3,25.426,0.2,95,96,95,95.259,1,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.51,0.525,0.04,1199,1210,1199,1203.037,11,19.6,19.7,19.4,19.578,0.3,24.6,24.7,24.4,24.578,0.3,1,1,0.8,0.948,0.2,94.6,95.7,94.6,95.23,1.1,0.55,0.55,0.516,0.531,0.034
2020/7/1 7:20,25.7,25.7,25.5,25.6,0.2,94,95,94,94.148,1,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0.55,0.558,0.03,1199,1202,1199,1199.593,3,19.7,19.8,19.4,19.619,0.4,24.6,24.7,24.4,24.522,0.3,1.2,1.2,1,1.178,0.2,94.1,94.7,93.8,94.219,0.9,0.582,0.583,0.55,0.562,0.033
2020/7/1 7:25,25.8,25.8,25.7,25.733,0.1,94,94,94,94,0,0,0,0,0,0,0,0,0,0,0,0.59,0.62,0.58,0.589,0.04,1199,1201,1199,1199.741,2,19.8,19.8,19.7,19.733,0.1,24.7,24.7,24.6,24.633,0.1,1.2,1.2,1.2,1.2,0,94.1,94.4,93.8,94.078,0.6,0.592,0.622,0.58,0.592,0.042
2020/7/1 7:30,25.9,25.9,25.8,25.807,0.1,94,95,94,94,1,0,0,0,0,0,0,0,0,0,0,0.6,0.61,0.58,0.591,0.03,1199,1201,1199,1199.593,2,19.9,20,19.8,19.807,0.2,24.8,24.9,24.7,24.707,0.2,1.2,1.2,1,1.2,0.2,94.1,94.7,94.1,94.181,0.6,0.61,0.611,0.585,0.596,0.026
2020/7/1 7:35,25.9,26,25.9,25.904,0.1,95,95,94,94.222,1,0,0,0,0,0,0,0,0,0,0,0.63,0.64,0.59,0.605,0.05,1199,1201,1190,1198.593,11,20.1,20.3,19.9,19.948,0.4,25,25.1,24.8,24.852,0.3,1,1.2,1,1.156,0.2,94.6,94.7,94.1,94.267,0.6,0.63,0.646,0.59,0.609,0.056
2020/7/1 7:40,25.9,25.9,25.9,25.9,0,95,95,94,94.852,1,0,0,0,0,0,0,0,0,0,0,0.53,0.63,0.53,0.556,0.1,1193,1201,1192,1198.852,9,20.1,20.1,19.9,20.07,0.2,25,25,24.8,24.97,0.2,1,1.2,1,1.03,0.2,94.9,94.9,94.3,94.604,0.6,0.535,0.63,0.535,0.56,0.095
2020/7/1 7:45,25.9,25.9,25.8,25.852,0.1,94,95,94,94.037,1,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.53,0.535,0.02,1199,1202,1190,1197.037,12,19.9,20.1,19.8,19.859,0.3,24.8,25,24.7,24.759,0.3,1.2,1.2,1,1.193,0.2,93.6,94.9,93.5,93.774,1.4,0.54,0.55,0.532,0.538,0.018
2020/7/1 7:50,25.9,25.9,25.8,25.87,0.1,93,94,93,93.185,1,0,0,0,0,0,0,0,0,0,0,0.5,0.56,0.5,0.527,0.06,1199,1201,1199,1199.296,2,19.7,19.9,19.6,19.707,0.3,24.7,24.8,24.6,24.689,0.2,1.4,1.4,1.2,1.363,0.2,93.1,93.7,92.6,93.141,1.1,0.507,0.566,0.507,0.532,0.059
2020/7/1 7:55,25.8,25.9,25.8,25.807,0.1,94,94,93,93.111,1,0,0,0,0,0,0,0,0,0,0,0.49,0.5,0.49,0.498,0.01,1199,1201,1199,1199.519,2,19.8,19.8,19.6,19.63,0.2,24.7,24.7,24.6,24.619,0.1,1.2,1.4,1.2,1.378,0.2,93.6,93.6,92.6,93.089,1,0.498,0.507,0.498,0.501,0.009
2020/7/1 8:00,25.7,25.8,25.7,25.719,0.1,94,94,93,93.667,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.49,0.495,0.01,1199,1201,1199,1199.296,2,19.7,19.8,19.5,19.652,0.3,24.6,24.7,24.5,24.585,0.2,1.2,1.4,1.2,1.267,0.2,93.6,93.7,93.1,93.481,0.6,0.502,0.506,0.498,0.501,0.008
2020/7/1 8:05,25.7,25.8,25.7,25.741,0.1,94,94,93,93.407,1,0,0,0,0,0,0,0,0,0,0,0.5,0.51,0.5,0.5,0.01,1201,1201,1199,1199.37,2,19.7,19.8,19.5,19.611,0.3,24.6,24.7,24.5,24.574,0.2,1.2,1.4,1.2,1.326,0.2,93.7,93.7,93.1,93.341,0.6,0.508,0.511,0.502,0.505,0.009
2020/7/1 8:10,25.7,25.7,25.7,25.7,0,93,94,93,93.37,1,0,0,0,0,0,0,0,0,0,0,0.5,0.51,0.5,0.507,0.01,1201,1201,1199,1199.519,2,19.5,19.7,19.5,19.574,0.2,24.5,24.6,24.5,24.537,0.1,1.4,1.4,1.2,1.326,0.2,93.1,93.8,92.8,93.285,1,0.505,0.519,0.505,0.511,0.014
2020/7/1 8:15,25.8,25.8,25.7,25.726,0.1,93,93,92,92.63,1,0,0,0,0,0,0,0,0,0,0,0.49,0.5,0.49,0.493,0.01,1199,1201,1199,1199.593,2,19.6,19.6,19.3,19.452,0.3,24.6,24.6,24.3,24.452,0.3,1.4,1.6,1.4,1.474,0.2,92.7,93.2,92.1,92.563,1.1,0.49,0.505,0.49,0.497,0.015
2020/7/1 8:20,25.9,25.9,25.8,25.819,0.1,91,93,91,91.926,2,0,0,0,0,0,0,0,0,0,0,0.49,0.49,0.49,0.49,0,1190,1201,1190,1191.444,11,19.3,19.6,19.2,19.404,0.4,24.3,24.6,24.2,24.404,0.4,1.9,1.9,1.4,1.648,0.5,91.3,93.2,91,91.737,2.2,0.494,0.497,0.49,0.492,0.007
2020/7/1 8:25,25.9,25.9,25.8,25.833,0.1,91,92,91,91.185,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.49,0.497,0.01,1190,1191,1190,1190.333,1,19.3,19.4,19.2,19.27,0.2,24.3,24.4,24.2,24.27,0.2,1.9,1.9,1.6,1.844,0.3,90.6,91.7,90.6,91.204,1.1,0.507,0.507,0.494,0.5,0.013
2020/7/1 8:30,26,26,25.9,25.981,0.1,90,91,89,90.111,2,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0.5,0.508,0.01,1180,1191,1180,1182.333,11,19.2,19.4,19,19.204,0.4,24.2,24.4,24,24.204,0.4,2.1,2.3,1.9,2.078,0.4,89.7,90.8,89.4,90.133,1.4,0.514,0.518,0.507,0.513,0.011
2020/7/1 8:35,26.1,26.1,26,26.078,0.1,90,90,89,89.37,1,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0.51,0.517,0.01,1180,1187,1180,1180.593,7,19.3,19.3,19,19.152,0.3,24.3,24.3,24,24.152,0.3,2.1,2.3,2.1,2.226,0.2,89.8,89.8,89.2,89.456,0.6,0.524,0.527,0.514,0.522,0.013
2020/7/1 8:40,26.1,26.1,26.1,26.1,0,89,90,89,89.154,1,0,0,0,0,0,0,0,0,0,0,0.52,0.53,0.52,0.52,0.01,1181,1186,1180,1180.769,6,19.1,19.3,19.1,19.131,0.2,24.1,24.3,24.1,24.13,0.2,2.3,2.3,2.1,2.27,0.2,89.3,89.8,89.2,89.326,0.6,0.529,0.53,0.524,0.526,0.006
2020/7/1 8:45,26.1,26.1,26,26.093,0.1,89,90,89,89.741,1,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0.52,0.536,0.02,1180,1182,1180,1180.519,2,19.1,19.3,19.1,19.241,0.2,24.1,24.3,24.1,24.246,0.2,2.3,2.3,2.1,2.146,0.2,89.3,90,89.2,89.665,0.8,0.545,0.545,0.529,0.54,0.016
2020/7/1 8:50,26,26.1,26,26.07,0.1,90,90,89,89.852,1,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.54,0.551,0.03,1177,1182,1170,1179.741,12,19.2,19.3,19.1,19.241,0.2,24.2,24.3,24.1,24.241,0.2,2.1,2.3,2.1,2.13,0.2,90,90.3,89.2,89.778,1.1,0.572,0.572,0.545,0.556,0.027
2020/7/1 8:55,26.2,26.4,26,26.115,0.4,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0.57,0.58,0.57,0.571,0.01,1170,1181,1170,1172.593,11,19.4,19.7,19.2,19.315,0.5,24.4,24.6,24.2,24.315,0.4,2.1,2.1,2.1,2.1,0,89.8,90.3,89.5,89.844,0.8,0.577,0.582,0.572,0.578,0.01
2020/7/1 9:00,26.1,26.3,26,26.111,0.3,90,90,89,89.963,1,0,0,0,0,0,0,0,0,0,0,0.55,0.57,0.55,0.56,0.02,1170,1173,1163,1170.185,10,19.3,19.5,19.1,19.304,0.4,24.3,24.5,24.1,24.304,0.4,2.1,2.3,2.1,2.107,0.2,89.7,90.3,89.2,89.781,1.1,0.552,0.577,0.552,0.565,0.025
2020/7/1 9:05,25.9,26.1,25.9,25.97,0.2,90,90,89,89.741,1,0,0,0,0,0,0,0,0,0,0,0.53,0.55,0.53,0.541,0.02,1171,1181,1170,1171.37,11,19.1,19.3,19,19.119,0.3,24.1,24.3,24,24.119,0.3,2.1,2.3,2.1,2.152,0.2,90.3,90.3,89.2,89.8,1.1,0.537,0.555,0.537,0.546,0.018
2020/7/1 9:10,25.8,25.9,25.8,25.844,0.1,92,92,90,91,2,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0.53,0.55,0.03,1171,1174,1170,1170.407,4,19.4,19.4,19.1,19.244,0.3,24.4,24.4,24.1,24.244,0.3,1.6,2.1,1.6,1.893,0.5,91.6,91.7,90.3,91.022,1.4,0.563,0.564,0.537,0.554,0.027
2020/7/1 9:15,25.6,25.8,25.6,25.733,0.2,93,93,92,92.185,1,0,0,0,0,0,0,0,0,0,0,0.5,0.56,0.5,0.534,0.06,1181,1181,1170,1172.222,11,19.4,19.5,19.1,19.367,0.4,24.4,24.5,24.2,24.37,0.3,1.4,1.6,1.4,1.563,0.2,93.2,93.2,91.6,92.015,1.6,0.501,0.563,0.501,0.538,0.062
2020/7/1 9:20,25.1,25.6,25.1,25.374,0.5,95,95,93,94.37,2,0,0,0,0,0,0,0,0,0,0,0.49,0.5,0.48,0.483,0.02,1181,1182,1180,1180.407,2,19.3,19.6,19.2,19.356,0.4,24.3,24.5,24.2,24.352,0.3,1,1.4,1,1.126,0.4,95.2,95.2,93.2,94.27,2,0.49,0.501,0.48,0.486,0.021
2020/7/1 9:25,25.1,25.2,25.1,25.144,0.1,95,96,95,95.259,1,0,0,0,0,0,0,0,0,0,0,0.48,0.49,0.48,0.486,0.01,1198,1198,1180,1186.037,18,19.2,19.5,19.2,19.289,0.3,24.2,24.5,24.2,24.289,0.3,1,1,0.8,0.956,0.2,95.3,95.7,94.8,95.215,0.9,0.489,0.495,0.487,0.49,0.008
2020/7/1 9:30,24.7,25.1,24.7,24.933,0.4,98,98,95,95.963,3,0,0,0,0,0,0,0,0,0,0,0.46,0.49,0.46,0.47,0.03,1209,1210,1198,1201.63,12,19.3,19.5,19,19.13,0.5,24.3,24.5,24.1,24.193,0.4,0.3,1,0.3,0.756,0.7,97.6,97.6,95,95.944,2.6,0.467,0.49,0.462,0.474,0.028
2020/7/1 9:35,24.5,24.7,24.5,24.559,0.2,99,99,98,98.778,1,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.46,0.461,0.01,1220,1220,1209,1216.481,11,19.2,19.4,19.2,19.256,0.2,24.3,24.4,24.2,24.315,0.2,0.1,0.3,0.1,0.144,0.2,98.6,99.1,97.5,98.585,1.6,0.477,0.477,0.464,0.466,0.013
2020/7/1 9:40,24.6,24.6,24.5,24.585,0.1,98,99,98,98.741,1,0,0,0,0,0,0,0,0,0,0,0.49,0.49,0.46,0.471,0.03,1219,1224,1219,1219.444,5,19.2,19.4,19.2,19.319,0.2,24.2,24.4,24.2,24.333,0.2,0.3,0.3,0.1,0.152,0.2,97.9,98.9,97.9,98.459,1,0.496,0.498,0.464,0.477,0.034
2020/7/1 9:45,24.7,24.7,24.6,24.693,0.1,97,99,97,98,2,0,0,0,0,0,0,0,0,0,0,0.52,0.53,0.47,0.496,0.06,1219,1220,1219,1219.037,1,19.1,19.5,19.1,19.293,0.4,24.1,24.5,24.1,24.293,0.4,0.5,0.5,0.1,0.3,0.4,97.1,98.6,97,97.896,1.6,0.529,0.534,0.479,0.501,0.055
2020/7/1 9:50,24.9,24.9,24.7,24.83,0.2,97,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0.5,0.52,0.04,1219,1220,1219,1219.222,1,19.3,19.3,19.1,19.23,0.2,24.3,24.3,24.1,24.23,0.2,0.5,0.5,0.5,0.5,0,97.1,97.4,96.6,96.996,0.8,0.544,0.549,0.509,0.524,0.04
2020/7/1 9:55,25.1,25.2,24.9,24.963,0.3,97,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0.52,0.57,0.52,0.549,0.05,1209,1220,1209,1215.556,11,19.6,19.7,19.3,19.422,0.4,24.6,24.7,24.3,24.367,0.4,0.6,0.6,0.5,0.559,0.1,97,97.1,96.5,96.685,0.6,0.522,0.576,0.522,0.554,0.054
2020/7/1 10:00,25,25.1,24.9,24.952,0.2,97,98,97,97.148,1,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0.5,0.533,0.08,1210,1210,1209,1209.519,1,19.5,19.7,19.3,19.43,0.4,24.4,24.6,24.3,24.385,0.3,0.6,0.6,0.3,0.519,0.3,97.2,97.6,96.5,96.874,1.1,0.584,0.584,0.508,0.538,0.076
2020/7/1 10:05,25.2,25.2,25,25.056,0.2,96,97,95,96.481,2,0,0,0,0,0,0,0,0,0,0,0.63,0.63,0.58,0.6,0.05,1210,1220,1209,1214.037,11,19.5,19.7,19.2,19.452,0.5,24.5,24.7,24.2,24.407,0.5,0.8,1,0.6,0.704,0.4,95.5,97.4,95.3,96.304,2.1,0.632,0.633,0.584,0.605,0.049
2020/7/1 10:10,25.3,25.3,25.1,25.241,0.2,95,96,95,95.815,1,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.61,0.629,0.03,1209,1212,1209,1209.222,3,19.4,19.6,19.3,19.5,0.3,24.4,24.6,24.3,24.5,0.3,1,1,0.8,0.837,0.2,95.3,96.1,95,95.507,1.1,0.646,0.646,0.619,0.634,0.027
2020/7/1 10:15,25.4,25.5,25.2,25.389,0.3,94,95,94,94.593,1,0,0,0,0,0,0,0,0,0,0,0.62,0.65,0.61,0.63,0.04,1199,1210,1199,1204.296,11,19.3,19.6,19.2,19.411,0.4,24.3,24.6,24.2,24.411,0.4,1.2,1.2,1,1.081,0.2,94.2,95.3,94.1,94.559,1.2,0.623,0.655,0.612,0.634,0.043
2020/7/1 10:20,25.3,25.5,25.3,25.356,0.2,94,95,94,94.037,1,0,0,0,0,0,0,0,0,0,0,0.57,0.62,0.57,0.592,0.05,1199,1201,1199,1199.667,2,19.2,19.5,19.2,19.267,0.3,24.2,24.5,24.2,24.267,0.3,1.2,1.2,1,1.193,0.2,94.2,94.6,93.8,94.167,0.8,0.571,0.623,0.57,0.596,0.053
2020/7/1 10:25,25.2,25.4,25.2,25.248,0.2,95,95,94,94.222,1,0,0,0,0,0,0,0,0,0,0,0.55,0.57,0.55,0.554,0.02,1199,1202,1199,1199.296,3,19.3,19.5,19.1,19.189,0.4,24.4,24.5,24.1,24.189,0.4,1,1.2,1,1.156,0.2,94.6,94.7,93.9,94.285,0.8,0.552,0.571,0.551,0.558,0.02
2020/7/1 10:30,25.4,25.4,25.2,25.296,0.2,94,95,94,94,1,0,0,0,0,0,0,0,0,0,0,0.6,0.61,0.55,0.576,0.06,1199,1201,1199,1199.37,2,19.2,19.4,19.1,19.2,0.3,24.2,24.4,24.1,24.2,0.3,1.2,1.2,1,1.2,0.2,93.8,94.6,93.8,94.052,0.8,0.602,0.619,0.552,0.58,0.067
2020/7/1 10:35,25.5,25.5,25.2,25.333,0.3,94,94,94,94,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.52,0.594,0.19,1199,1201,1199,1199.296,2,19.4,19.4,19.1,19.233,0.3,24.4,24.4,24.1,24.233,0.3,1.2,1.2,1.2,1.2,0,93.6,94.3,93.6,93.811,0.7,0.715,0.718,0.529,0.598,0.189
2020/7/1 10:40,25.5,25.6,25.3,25.5,0.3,93,94,93,93.115,1,0,0,0,0,0,0,0,0,0,0,0.66,0.72,0.66,0.673,0.06,1191,1201,1190,1191.577,11,19.2,19.4,19,19.246,0.4,24.3,24.4,24.1,24.312,0.3,1.4,1.4,1.2,1.377,0.2,92.7,93.7,92.5,92.935,1.2,0.665,0.72,0.663,0.677,0.057
2020/7/1 10:45,25.3,25.6,25.2,25.456,0.4,94,94,93,93.296,1,0,0,0,0,0,0,0,0,0,0,0.56,0.66,0.56,0.615,0.1,1190,1191,1180,1189.519,11,19.2,19.6,19,19.23,0.6,24.2,24.5,24.1,24.282,0.4,1.2,1.4,1.2,1.336,0.2,93.6,94.2,92.6,93.175,1.6,0.561,0.665,0.561,0.618,0.104
2020/7/1 10:50,25.2,25.4,25.1,25.233,0.3,95,95,94,94.259,1,0,0,0,0,0,0,0,0,0,0,0.53,0.56,0.53,0.544,0.03,1190,1192,1190,1190.296,2,19.3,19.4,19,19.185,0.4,24.3,24.4,24,24.185,0.4,1,1.2,1,1.146,0.2,94.7,94.7,93.6,94.085,1.1,0.533,0.566,0.533,0.548,0.033
2020/7/1 10:55,24.9,25.3,24.9,25.07,0.4,95,95,94,94.926,1,0,0,0,0,0,0,0,0,0,0,0.49,0.54,0.49,0.519,0.05,1190,1201,1190,1193.407,11,18.9,19.4,18.9,19.115,0.5,24,24.4,24,24.159,0.4,0.9,1.2,0.9,1.011,0.3,95.2,95.3,94.2,94.785,1.1,0.499,0.542,0.499,0.524,0.043
2020/7/1 11:00,24.8,25,24.8,24.867,0.2,97,97,95,95.815,2,0,0,0,0,0,0,0,0,0,0,0.5,0.52,0.49,0.505,0.03,1199,1203,1190,1198.519,13,19.2,19.2,18.9,19.03,0.3,24.2,24.2,24,24.122,0.2,0.5,1,0.5,0.744,0.5,96.9,96.9,95,95.652,1.9,0.5,0.52,0.499,0.51,0.021
2020/7/1 11:05,24.4,24.8,24.4,24.574,0.4,99,99,97,97.593,2,0,0,0,0,0,0,0,0,0,0,0.48,0.5,0.48,0.483,0.02,1219,1220,1199,1210.556,21,19.1,19.2,18.9,19.07,0.3,24.2,24.2,24,24.093,0.2,0.1,0.5,0.1,0.381,0.4,98.6,98.6,96.9,97.559,1.7,0.486,0.5,0.48,0.487,0.02
2020/7/1 11:10,24.3,24.4,24.3,24.33,0.1,99,100,99,99,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.48,0.493,0.02,1229,1231,1219,1224.741,12,19,19.2,19,19.03,0.2,24.1,24.2,24.1,24.13,0.1,0.1,0.1,0,0.1,0.1,99.2,99.6,98.5,98.852,1.1,0.507,0.507,0.486,0.498,0.021
